"subject" "activity" "Time Body Accelerometer -Mean()-X" "Time Body Accelerometer -Mean()-Y" "Time Body Accelerometer -Mean()-Z" "Time Body Accelerometer- -Standard Deviation()-X" "Time Body Accelerometer- -Standard Deviation()-Y" "Time Body Accelerometer- -Standard Deviation()-Z" "Time Gravity Accelerometer -Mean()-X" "Time Gravity Accelerometer -Mean()-Y" "Time Gravity Accelerometer -Mean()-Z" "Time Gravity Accelerometer- -Standard Deviation()-X" "Time Gravity Accelerometer- -Standard Deviation()-Y" "Time Gravity Accelerometer- -Standard Deviation()-Z" "Time Body AccelerometerJerk -Mean()-X" "Time Body AccelerometerJerk -Mean()-Y" "Time Body AccelerometerJerk -Mean()-Z" "Time Body AccelerometerJerk- -Standard Deviation()-X" "Time Body AccelerometerJerk- -Standard Deviation()-Y" "Time Body AccelerometerJerk- -Standard Deviation()-Z" "Time Body Gyroscope -Mean()-X" "Time Body Gyroscope -Mean()-Y" "Time Body Gyroscope -Mean()-Z" "Time Body Gyroscope- -Standard Deviation()-X" "Time Body Gyroscope- -Standard Deviation()-Y" "Time Body Gyroscope- -Standard Deviation()-Z" "Time Body GyroscopeJerk -Mean()-X" "Time Body GyroscopeJerk -Mean()-Y" "Time Body GyroscopeJerk -Mean()-Z" "Time Body GyroscopeJerk- -Standard Deviation()-X" "Time Body GyroscopeJerk- -Standard Deviation()-Y" "Time Body GyroscopeJerk- -Standard Deviation()-Z" "Time Body Accelerometer Magnitude -Mean()" "Time Body Accelerometer Magnitude- -Standard Deviation()" "Time Gravity Accelerometer Magnitude -Mean()" "Time Gravity Accelerometer Magnitude- -Standard Deviation()" "Time Body AccelerometerJerk Magnitude -Mean()" "Time Body AccelerometerJerk Magnitude- -Standard Deviation()" "Time Body Gyroscope Magnitude -Mean()" "Time Body Gyroscope Magnitude- -Standard Deviation()" "Time Body GyroscopeJerk Magnitude -Mean()" "Time Body GyroscopeJerk Magnitude- -Standard Deviation()" "Frequency Body Accelerometer -Mean()-X" "Frequency Body Accelerometer -Mean()-Y" "Frequency Body Accelerometer -Mean()-Z" "Frequency Body Accelerometer- -Standard Deviation()-X" "Frequency Body Accelerometer- -Standard Deviation()-Y" "Frequency Body Accelerometer- -Standard Deviation()-Z" "Frequency Body Accelerometer -MeanFreq()-X" "Frequency Body Accelerometer -MeanFreq()-Y" "Frequency Body Accelerometer -MeanFreq()-Z" "Frequency Body AccelerometerJerk -Mean()-X" "Frequency Body AccelerometerJerk -Mean()-Y" "Frequency Body AccelerometerJerk -Mean()-Z" "Frequency Body AccelerometerJerk- -Standard Deviation()-X" "Frequency Body AccelerometerJerk- -Standard Deviation()-Y" "Frequency Body AccelerometerJerk- -Standard Deviation()-Z" "Frequency Body AccelerometerJerk -MeanFreq()-X" "Frequency Body AccelerometerJerk -MeanFreq()-Y" "Frequency Body AccelerometerJerk -MeanFreq()-Z" "Frequency Body Gyroscope -Mean()-X" "Frequency Body Gyroscope -Mean()-Y" "Frequency Body Gyroscope -Mean()-Z" "Frequency Body Gyroscope- -Standard Deviation()-X" "Frequency Body Gyroscope- -Standard Deviation()-Y" "Frequency Body Gyroscope- -Standard Deviation()-Z" "Frequency Body Gyroscope -MeanFreq()-X" "Frequency Body Gyroscope -MeanFreq()-Y" "Frequency Body Gyroscope -MeanFreq()-Z" "Frequency Body Accelerometer Magnitude -Mean()" "Frequency Body Accelerometer Magnitude- -Standard Deviation()" "Frequency Body Accelerometer Magnitude -MeanFreq()" "Frequency  Body AccelerometerJerk Magnitude -Mean()" "Frequency  Body AccelerometerJerk Magnitude- -Standard Deviation()" "Frequency  Body AccelerometerJerk Magnitude -MeanFreq()" "Frequency  Body Gyroscope Magnitude -Mean()" "Frequency  Body Gyroscope Magnitude- -Standard Deviation()" "Frequency  Body Gyroscope Magnitude -MeanFreq()" "Frequency  Body GyroscopeJerk Magnitude -Mean()" "Frequency  Body GyroscopeJerk Magnitude- -Standard Deviation()" "Frequency  Body GyroscopeJerk Magnitude -MeanFreq()"
"WALKING" 0.31035963 -0.054635143 -0.13912115 -0.29919627 0.13141489 -0.31102445 -0.39526597 -0.29221982 -0.095068406 -0.98143221 -0.96636466 -0.97481742 -0.98335628 0.083973663 0.12361907 0.0029779138 0.098696965 -0.44665356 -0.019716389 -0.067107165 0.035950325 -0.46902186 -0.06847725 -0.35322175 -0.50915626 0.16585869 0.016291485 -0.17774953 -0.25803401 -0.43554492 -0.20827662 -0.15519978 -0.22279329 -0.15519978 -0.22279329 0.065385742 -0.036449241 -0.12380464 0.03064107 -0.26672863 -0.28478343 -0.015507199 -0.35147978 -0.36503316 0.13197715 -0.34281536 -0.1676996 -0.0023314487 0.22313959 -0.46941313 -0.12971506 -0.40433902 -0.033170864 0.25658827 -0.48625601 0.11153216 -0.50079808 -0.079015631 -0.15062676 -0.091754359 -0.29719981 -0.51548329 -0.060965206 -0.43176145 -0.33920019 -0.19010245 -0.17809346 -0.417892 -0.36097175 -0.24311795 -0.46484723 0.038085049 0.033135502 0.18510345 -0.29887082 -0.188767 -0.50599624 -0.36573051 -0.28035941 -0.21552169
"WALKING" 0.31076307 0.018053586 -0.20554844 -0.95014395 -0.84495603 -0.71965862 -0.958343 0.071334492 0.26162794 -0.87186493 -0.8621199 -0.63219085 -0.88777948 -0.014942577 0.1365482 -0.970154 -0.96604876 -0.98264322 -0.97644159 -0.036600481 -0.58789003 -0.93964802 -0.96744945 -0.86780127 -0.94677834 -0.053740404 -0.023821491 -0.97562706 -0.98743352 -0.98095079 -0.98133584 -0.76827267 -0.76241804 -0.76827267 -0.76241804 -0.96721985 -0.9733294 -0.86032682 -0.82974651 -0.98042775 -0.98281391 -0.9175816 -0.82819619 -0.94865733 -0.82550547 -0.69073726 -0.94899683 -0.42747395 -0.24715691 0.091468924 -0.96298513 -0.9787873 -0.97441866 -0.97295879 -0.98533318 -0.96756831 -0.1399549 -0.20512109 -0.51009003 -0.97254817 -0.92126224 -0.95109468 -0.96471188 -0.86608167 -0.9378907 -0.30559443 -0.54756049 -0.37431788 -0.76289686 -0.82488897 0.58515532 -0.96447563 -0.96441466 -0.12480793 -0.85971425 -0.89133782 0.53168405 -0.97839023 -0.97867188 0.10422689
"WALKING" 0.31263404 -0.026367749 -0.13095121 -0.3530986 -0.01738215 -0.1278076 -0.39527374 -0.26205559 -0.020235796 -0.9850642 -0.94652431 -0.83709377 -0.98656429 0.013017354 -0.30579489 -0.30650885 -0.068948743 -0.60594792 -0.26180846 0.078229978 0.043137262 -0.46501506 -0.16740045 -0.43151087 -0.47543749 -0.34622965 0.19077019 -0.28902666 -0.49804596 -0.54948827 -0.32184491 -0.32073899 -0.37802238 -0.32073899 -0.37802238 -0.27400211 -0.33155011 -0.22792935 -0.1170125 -0.46330737 -0.51363782 -0.062349562 -0.31909457 -0.38657078 -0.055909878 -0.098385402 -0.26088506 0.0013439574 -0.22652212 -0.33774508 -0.15821185 -0.56272771 -0.34905958 -0.032820151 -0.64777257 -0.18434277 -0.40132381 -0.41857923 -0.23851322 -0.25778599 -0.35621853 -0.50858961 -0.12194059 -0.51041089 -0.34949394 -0.11308313 -0.020525379 -0.34156456 -0.46375538 -0.26177004 -0.64231585 -0.36040189 -0.24065679 -0.36629719 -0.30476058 -0.22241719 -0.34411148 -0.48842516 -0.43005295 -0.20147706
"WALKING" 0.31277629 -0.050409373 -0.043028643 0.026284824 0.16827786 -0.18619953 -0.074634555 -0.26799814 -0.026685084 -0.87857503 -0.91110726 -0.8637939 -0.87499136 -0.04982828 0.11982834 0.034117539 0.11434422 -0.35888549 0.10411884 0.16618259 -0.076448284 -0.069235463 0.037772628 -0.079289099 -0.08705971 -0.42932833 0.0027923122 -0.35978143 -0.092077389 -0.19399509 -0.35180529 0.051477845 -0.068236608 0.051477845 -0.068236608 -0.03041114 -0.033521368 0.015332393 0.12818212 -0.15995657 -0.22769191 0.19593752 -0.19731127 0.02787915 0.078909068 -0.24555945 0.11239598 -0.028305017 0.0080810988 -0.10411085 0.054146243 -0.33425413 0.0053442388 0.10640615 -0.38059072 0.20669054 -0.39269693 -0.36882117 -0.17832347 0.1774687 0.026734935 -0.099233156 -0.066297718 -0.20102145 0.010195346 0.13910599 -0.10162315 0.10752306 -0.13070057 0.10606529 -0.53379791 -0.10915177 -0.012998143 -0.073548313 -0.19209454 -0.066914947 -0.47683777 -0.23107572 -0.14735225 -0.36854205
"WALKING" 0.3139389 -0.028131107 -0.1535226 -0.045620942 0.063968128 -0.24882181 -0.090625125 -0.29310478 -0.098403444 -0.97474158 -0.95353194 -0.89895311 -0.97444871 0.075006955 -0.0033983396 -0.069162284 -0.087746917 -0.40585104 -0.017577231 0.22799077 0.14264002 -0.26771997 -0.24014393 -0.30438376 -0.26250775 0.068952502 0.033364899 -0.49011615 -0.30740872 -0.420286 -0.45426698 -0.066201073 -0.16982994 -0.066201073 -0.16982994 -0.11390417 -0.087204118 -0.10624956 -0.019858907 -0.4270947 -0.48333426 0.029771175 -0.24803999 -0.036345389 0.014744648 -0.31036374 -0.058336716 -0.080108038 0.13186211 0.16560041 -0.1093366 -0.32350389 -0.13548091 -0.12706021 -0.48941749 0.075190873 -0.4172585 -0.0117314 -0.36038059 -0.17321489 -0.27004024 -0.28049406 -0.28999125 -0.37954405 -0.20874922 0.21250538 -0.16039021 0.19240065 -0.26525706 -0.078478029 -0.44201865 -0.19087706 -0.10390199 0.013389572 -0.21235534 -0.15518442 -0.30841922 -0.53504109 -0.47642624 -0.39236908
"WALKING" 0.31672153 -0.023908255 -0.1107584 -0.42147434 -0.0054979851 -0.017909026 -0.4617745 -0.34765868 -0.048482583 -0.97447003 -0.97518215 -0.91092044 -0.97772727 -0.12756521 -0.31412688 -0.46730111 -0.39127111 -0.76661941 -0.44700994 -0.31586058 0.061595964 -0.49124717 -0.16518632 -0.52137641 -0.47206881 0.14602982 -0.095476592 -0.65335209 -0.62504664 -0.64502949 -0.63435097 -0.38761003 -0.47137383 -0.38761003 -0.47137383 -0.48614796 -0.54043157 -0.29324569 -0.17731752 -0.68036371 -0.69545555 -0.17868763 -0.39731517 -0.43441897 0.014021462 0.077195419 -0.36565167 -0.19596294 -0.36512214 -0.10114042 -0.40295594 -0.74322025 -0.50431612 -0.42084551 -0.78831351 -0.37084805 -0.44921803 -0.64292802 -0.49669138 -0.34793712 -0.47126284 -0.48987807 -0.075789258 -0.58269526 -0.46585201 -0.35787964 -0.2277768 0.38831065 -0.49256875 -0.37466784 -0.4306256 -0.5320112 -0.42291611 -0.43638785 -0.34285434 -0.30454155 -0.12934528 -0.73871788 -0.69777901 -0.48768092
"WALKING" 0.31932383 -0.024865202 -0.099798821 -0.96703313 -0.97373558 -0.97617628 -0.96793099 0.80003329 0.49135427 -0.91359838 -0.9730388 -0.96997075 -0.91656962 0.024405517 -0.010360284 -0.99137523 -0.99130082 -0.99492657 -0.99072356 -0.09832496 0.29576086 -0.96745633 -0.98401211 -0.87140741 -0.96570641 -0.029390153 -0.13280273 -0.99832947 -0.992416 -0.99333825 -0.99846602 -0.94489233 -0.94711811 -0.94489233 -0.94711811 -0.99674518 -0.99619912 -0.87101456 -0.84879342 -0.99279957 -0.99503687 -0.98281659 -0.9850221 -0.96438272 -0.97015856 -0.97220531 -0.97038492 -0.03832494 -0.16446954 0.29504771 -0.99190579 -0.99339722 -0.99258427 -0.9911085 -0.99507909 -0.99009572 -0.027567613 -0.08326383 -0.4986299 -0.98450939 -0.87958691 -0.96783367 -0.98371396 -0.88035664 -0.97153775 0.002479401 -0.023046258 0.39259495 -0.94210789 -0.95326985 0.2945989 -0.99471439 -0.99327712 -0.51161284 -0.86832172 -0.89825359 0.38439008 -0.99358222 -0.99286707 -0.40252429
"WALKING" 0.32113983 0.0015817951 -0.043553705 -0.23395567 0.034774517 -0.16193047 -0.28295901 -0.24482976 -0.023627905 -0.98994516 -0.95439711 -0.97017613 -0.99001869 -0.094993043 -0.36239501 -0.10173292 -0.053477323 -0.49861984 -0.092333612 -0.097676458 0.13248328 -0.50430997 -0.10197017 -0.32240541 -0.52175529 -0.19043807 -0.010926571 -0.24189501 -0.36814485 -0.40959039 -0.21595128 -0.23418525 -0.30637325 -0.23418525 -0.30637325 -0.15836859 -0.17032142 -0.25609966 -0.13907976 -0.42371876 -0.43748166 -0.041627698 -0.25329234 -0.26347693 0.008517917 -0.17781648 -0.12532373 -0.05236536 0.075798266 -0.31147507 -0.1498672 -0.45649574 -0.11202062 -0.010835726 -0.53828508 0.098477157 -0.49202307 -0.2793385 -0.28133657 -0.14616569 -0.27622589 -0.53891142 -0.082039892 -0.40013872 -0.40076176 -0.10810804 -0.10842339 -0.32452209 -0.40610227 -0.20791903 -0.59951136 -0.19450513 -0.026957271 -0.38170291 -0.37690138 -0.37740422 -0.17014215 -0.50292913 -0.48028279 -0.026833496
"WALKING" 0.32236308 0.034225504 -0.05735073 -0.96959958 -0.79992743 -0.89611149 -0.96980144 -0.36886927 -0.044189398 -0.92329444 -0.80758573 -0.88357228 -0.92174256 -0.072306358 0.00084613673 -0.9889508 -0.97867725 -0.99007696 -0.98877944 0.10181467 -0.16572603 -0.94783068 -0.95164562 -0.91216233 -0.95429425 -0.078192097 0.0049910349 -0.98179912 -0.98472432 -0.97745396 -0.98436602 -0.83307338 -0.82485866 -0.83307338 -0.82485866 -0.99093056 -0.99183776 -0.88939976 -0.86928755 -0.97972095 -0.98347547 -0.8775028 -0.96556079 -0.96698413 -0.77978786 -0.8755487 -0.97577842 -0.19151813 -0.72140212 0.5073735 -0.97865601 -0.98983101 -0.99072808 -0.98023028 -0.98866389 -0.98675989 -0.23086837 -0.39321297 -0.73036417 -0.95062095 -0.90866659 -0.94711665 -0.95253211 -0.92120683 -0.94484127 -0.047682414 0.010638886 -0.0053658747 -0.82701729 -0.89091752 0.79257441 -0.99134659 -0.98947776 -0.58760795 -0.89183563 -0.90311259 0.22463116 -0.97892084 -0.97477444 -0.3227044
"WALKING" 0.32551283 -0.030425049 -0.090442602 -0.32426515 0.18394759 -0.33298202 -0.3675468 -0.29501043 -0.096647899 -0.98102879 -0.97770144 -0.96307292 -0.97995297 -0.55959039 -0.31577478 -0.13407201 0.16644946 -0.51671076 -0.13029159 -0.1137944 0.12579473 -0.50883108 -0.14987847 -0.42974341 -0.53522567 -0.19652921 -0.14512633 -0.18021363 -0.34173071 -0.47392816 -0.19577229 -0.24067096 -0.30510259 -0.24067096 -0.30510259 -0.046523243 -0.065103489 -0.28575546 -0.13498812 -0.35141677 -0.37263511 0.27323222 -0.35376619 -0.36581424 0.057523212 -0.37437819 -0.23415848 0.34363313 0.21067626 -0.380734 0.066835448 -0.49069328 -0.14292773 0.19870946 -0.53995902 -0.01988377 -0.41640804 -0.20380836 -0.03344477 -0.16307098 -0.36568619 -0.5385554 -0.14783161 -0.50448079 -0.42651174 -0.10665438 -0.11874843 -0.15137793 -0.39838608 -0.23268886 -0.5635979 -0.033961422 0.10976923 -0.18475629 -0.40279689 -0.37878187 -0.27524755 -0.4266712 -0.37693301 -0.064306088
"WALKING" 0.32588645 0.00081689933 0.016658077 -0.98240327 -0.94670845 -0.73615522 -0.98367297 0.93756427 -0.25336946 -0.95545804 -0.95404654 -0.75515626 -0.95451458 -0.0060898604 -0.090718563 -0.9886982 -0.98890612 -0.97831332 -0.9883463 -0.073374127 0.096810837 -0.84983049 -0.9790289 -0.94703858 -0.87201921 -0.056316728 -0.076834055 -0.95702027 -0.99470937 -0.98064287 -0.96117435 -0.75820854 -0.77435748 -0.75820854 -0.77435748 -0.98267438 -0.98429587 -0.80615841 -0.82484922 -0.97441899 -0.97895057 -0.96580292 -0.86356942 -0.98093901 -0.94069582 -0.70096628 -0.98291828 -0.30408045 -0.55247097 0.19250181 -0.98858462 -0.97343643 -0.98951627 -0.99014271 -0.98216866 -0.98640329 -0.033895617 -0.36784088 -0.46053535 -0.98063913 -0.94710548 -0.8562256 -0.97810628 -0.95167516 -0.85040762 -0.19589065 -0.25718385 0.028005394 -0.74593604 -0.81210842 0.29576186 -0.98088444 -0.97766832 -0.47940857 -0.81563703 -0.81944126 -0.27409874 -0.97162869 -0.97208496 -0.05266785
"WALKING" 0.32599307 -0.016638474 -0.05512912 -0.30868231 0.070430284 -0.35990198 -0.35637496 -0.31295626 -0.10879743 -0.98285047 -0.97855099 -0.95328717 -0.98308435 -0.15130685 -0.21207457 -0.11677839 0.0032974629 -0.52683709 -0.076480011 -0.043470227 0.11678696 -0.56069147 -0.15772486 -0.37788359 -0.58203561 -0.31097482 0.0031425849 -0.25132922 -0.31751946 -0.40687224 -0.27917765 -0.26677264 -0.32396605 -0.26677264 -0.32396605 -0.13821865 -0.1740707 -0.2673434 -0.14670819 -0.35154109 -0.38659331 0.037525448 -0.43945421 -0.38010115 0.020137245 -0.36672322 -0.22363459 0.037804118 0.098908619 -0.36803211 -0.090236452 -0.48562329 -0.18812538 0.039410956 -0.56564994 -0.084921526 -0.42266276 0.058963354 -0.15836878 -0.16413515 -0.28180078 -0.60204455 -0.15970917 -0.46970988 -0.45971795 0.072799923 -0.069256877 -0.38297786 -0.44131389 -0.3006719 -0.49825782 -0.12706457 -0.1064713 -0.10440989 -0.38623528 -0.36775643 -0.21772339 -0.41114319 -0.35061038 -0.16283331
"WALKING" 0.32731657 -0.022255821 -0.1491439 -0.24864532 0.13322913 -0.17954697 -0.30697872 -0.25147834 -0.024245992 -0.97322211 -0.98866929 -0.97396777 -0.97097382 -0.34500052 -0.16269563 -0.052666233 -0.011569978 -0.4948847 -0.041386603 -0.14600639 0.0068022451 -0.42216651 -0.013167728 -0.29260458 -0.43980928 0.40399109 -0.47304526 -0.12239614 -0.24923106 -0.38030747 -0.13401541 -0.20806055 -0.28236481 -0.20806055 -0.28236481 -0.10512383 -0.10238341 -0.12499318 0.016042593 -0.25113264 -0.2906401 0.11655763 -0.26081978 -0.29312949 0.070485748 -0.19942678 -0.14389652 0.17464931 -0.045429966 -0.37955847 -0.10585412 -0.45222392 -0.021832203 0.026439916 -0.53510118 0.1074009 -0.34464851 -0.2321795 0.071211582 -0.0068208833 -0.17078802 -0.47210504 -0.024013313 -0.40207336 -0.31096922 0.15709547 0.33590277 -0.3500356 -0.38895614 -0.19857323 -0.64854001 -0.096090417 0.028679141 -0.28279 -0.30197348 -0.24722033 -0.25778238 -0.32888667 -0.24963263 -0.10958886
"WALKING" 0.32746543 -0.03566696 -0.18182373 -0.36722034 0.034414774 -0.19402335 -0.41838539 -0.23802568 -0.023208265 -0.98800256 -0.98395277 -0.94208058 -0.98893366 -0.04348798 0.18705428 -0.16519681 0.052213118 -0.57211026 -0.13224807 0.018427911 0.028834655 -0.40173287 -0.057885666 -0.21479001 -0.40287329 0.43316642 0.31377465 -0.22633579 -0.39120603 -0.4261045 -0.1600539 -0.26403135 -0.35608264 -0.26403135 -0.35608264 -0.21620602 -0.25622279 -0.27712125 -0.22243881 -0.43977564 -0.48069538 0.093792942 -0.34629014 -0.42800114 -0.064788061 -0.17769431 -0.20233833 0.080290144 -0.18233729 -0.57912051 -0.001135388 -0.54763306 -0.20875161 0.040703823 -0.59394344 -0.0015916093 -0.27406556 -0.39676247 -0.29594978 -0.10140368 -0.096659776 -0.46837916 -0.038552002 -0.32939761 -0.19506841 -0.076126971 0.059448969 -0.57758621 -0.41643307 -0.21985655 -0.60909281 -0.26499261 -0.17784218 -0.25984965 -0.39232042 -0.32260696 -0.38229676 -0.56088837 -0.45876931 -0.48146712
"WALKING" 0.32858963 -0.023303338 -0.081835606 -0.26935316 0.26706359 -0.24431484 -0.33772498 -0.32276205 -0.12430903 -0.98669643 -0.98091602 -0.96654734 -0.98837681 -0.24379361 -0.31326086 -0.069519903 0.26110249 -0.43386193 -0.092396929 -0.019028992 0.16443774 -0.44483006 -0.021658954 -0.3226729 -0.46583933 -0.2366686 0.0084187002 -0.087963655 -0.17117325 -0.3238836 -0.096622775 -0.098347003 -0.17445342 -0.098347003 -0.17445342 0.080385943 0.028847379 -0.088032675 0.019955806 -0.15674093 -0.19581609 0.17293998 -0.3029619 -0.31483079 0.23493129 -0.27128458 -0.10209063 -0.0038335207 0.13766234 -0.42218782 0.051964069 -0.45980526 -0.077213688 0.39608474 -0.41021507 0.078439281 -0.50192578 -0.41945222 -0.16595715 -0.0072923234 -0.18066187 -0.48541764 -0.037589829 -0.43832158 -0.35449709 -0.048526232 -0.018985477 -0.14832009 -0.29063619 -0.15405635 -0.4254783 0.08137909 0.21468703 -0.22253086 -0.26627455 -0.20661808 -0.29909056 -0.20819493 -0.20041288 -0.10702071
"WALKING" 0.32955346 -0.045809874 -0.068692746 -0.34616447 -0.088366342 0.061060465 -0.39366009 -0.38953599 -0.10227457 -0.98218329 -0.97911713 -0.92620699 -0.98461039 -0.15213924 0.10163567 -0.45391479 -0.34985927 -0.71764875 -0.43877135 0.15009047 0.17553167 -0.71932142 0.073283791 -0.55433699 -0.72035911 -0.24515738 -0.091072781 -0.62577171 -0.61627417 -0.57073742 -0.62410772 -0.24352603 -0.31241643 -0.24352603 -0.31241643 -0.42421175 -0.45676202 -0.20849725 -0.099218549 -0.66919698 -0.68266279 -0.19215988 -0.42648177 -0.32981544 -0.094217199 0.18712184 -0.32086197 -0.072892739 -0.53550078 0.21333113 -0.36835723 -0.69320414 -0.47759683 -0.37406297 -0.74005254 -0.42407114 -0.49138464 -0.55848153 -0.17264275 -0.34378323 -0.48511586 -0.75805594 0.25665146 -0.62025183 -0.64554669 -0.36071194 -0.06504023 -0.5469719 -0.32680477 -0.30424832 -0.041934093 -0.43954436 -0.35933923 -0.11284841 -0.24282164 -0.19235421 -0.18201316 -0.69201372 -0.65262912 -0.24379718
"WALKING" 0.33117237 -0.028691115 -0.10839138 -0.21781204 0.20800249 -0.28776029 -0.28856705 -0.3054765 -0.11871857 -0.96592883 -0.96613038 -0.97602975 -0.96541311 -0.4584749 -0.15470397 0.10340798 0.23784188 -0.37035519 0.099217736 -0.030553043 0.085168538 -0.44034651 0.074480249 -0.31551927 -0.4661515 -0.25875977 -0.16163971 -0.080280637 -0.011290754 -0.31028447 -0.067151283 -0.14582411 -0.23732559 -0.14582411 -0.23732559 0.16525462 0.096653076 -0.060599764 0.063927635 -0.067226695 -0.13549287 0.25441566 -0.3052349 -0.27751075 0.10549498 -0.33488811 -0.05587273 0.24216024 0.29931926 -0.48554667 0.077271139 -0.34672957 0.11561208 0.32818362 -0.39109061 0.23237926 -0.50550366 0.0096910928 0.11941078 0.14554961 -0.19723616 -0.48012094 0.020422169 -0.42169755 -0.33707494 0.049689228 -0.00066047389 -0.2784537 -0.40281156 -0.22359597 -0.65171966 0.098912665 0.29607269 -0.31068468 -0.24022933 -0.18379598 -0.29931987 -0.17363197 -0.14087703 -0.041567992
"WALKING" 0.33156003 -0.0074950152 -0.13173868 -0.24591692 0.10293816 -0.23307559 -0.28601205 -0.26574318 -0.028554153 -0.98911298 -0.97095515 -0.96852588 -0.99030007 0.0067696189 0.3014996 -0.16129981 -0.021850877 -0.53413411 -0.13537374 0.039626295 0.013021974 -0.4477967 -0.00030338195 -0.32409599 -0.47821063 0.095352315 -0.019403398 -0.17238203 -0.29843382 -0.51052626 -0.16296889 -0.22777514 -0.32129452 -0.22777514 -0.32129452 -0.1880068 -0.19836893 -0.17649982 -0.059754404 -0.3549173 -0.40125791 -0.012330967 -0.31315655 -0.26192826 0.090868641 -0.24938456 -0.1956887 -0.088626233 0.079297746 -0.12637204 -0.15728733 -0.4714532 -0.15593782 0.057895188 -0.59712394 -0.021689378 -0.55076399 -0.14688551 -0.084351938 -0.06778149 -0.33921878 -0.49586009 0.032170681 -0.38090061 -0.34436886 -0.076718325 -0.23488904 -0.23658893 -0.39052727 -0.20403065 -0.57446577 -0.18169343 -0.1475437 -0.081360657 -0.31190146 -0.25668381 -0.22929389 -0.42102192 -0.40536346 0.059442353
"WALKING" 0.33216933 -0.034585828 -0.15926922 -0.29396729 0.18968054 -0.22527463 -0.33507341 -0.26440906 -0.035544763 -0.97333572 -0.98034353 -0.9534891 -0.97188492 0.15102039 0.14898387 -0.13406131 0.14857472 -0.53567953 -0.063142638 -0.049285129 -0.031259712 -0.44989473 0.041568905 -0.30846622 -0.47876818 0.14885654 -0.25183324 -0.12542018 -0.27286228 -0.41985431 -0.12151151 -0.24911625 -0.30926911 -0.24911625 -0.30926911 -0.12726716 -0.16570828 -0.14972158 -0.015853048 -0.30844168 -0.36402282 0.10651951 -0.32709151 -0.3520274 0.15704576 -0.23099462 -0.18983829 0.0064813637 -0.069085815 -0.45392363 0.032835852 -0.47631176 -0.200194 0.19898368 -0.59483319 -0.0030635847 -0.31108202 -0.21587245 -0.2092747 -0.018104025 -0.21636396 -0.48503534 0.069468459 -0.40466947 -0.33974845 -0.053423728 0.03496819 -0.23636561 -0.41305487 -0.27538364 -0.53490714 -0.19893948 -0.085196953 -0.32407302 -0.31950765 -0.24129339 -0.46570382 -0.42342258 -0.37199758 -0.207925
"WALKING" 0.33299252 -0.030312276 -0.11360054 -0.42752783 -0.12121388 -0.090093246 -0.46737117 -0.35213276 -0.053521841 -0.97300489 -0.9828817 -0.93260143 -0.97477867 -0.13999734 -0.24427363 -0.49382596 -0.5024111 -0.76895618 -0.4677256 -0.15851495 0.060704564 -0.46432442 -0.11647198 -0.54808938 -0.43571251 -0.0054226697 -0.15017404 -0.65918553 -0.66854164 -0.68517302 -0.64756152 -0.44135997 -0.50670457 -0.44135997 -0.50670457 -0.56753707 -0.60424902 -0.35703621 -0.26559517 -0.72668504 -0.72904462 -0.29186627 -0.47230908 -0.4287954 -0.096638508 0.0078786527 -0.41035119 -0.22758982 -0.35686443 0.1128117 -0.52126894 -0.7338792 -0.51152183 -0.51524312 -0.80415563 -0.42330975 -0.58323793 -0.47621482 -0.2278036 -0.38813446 -0.50105685 -0.47425494 0.0096541821 -0.60587157 -0.543998 -0.60460701 -0.23643483 0.64261666 -0.54416815 -0.47306556 -0.22600127 -0.61130084 -0.52364095 -0.4707155 -0.39622137 -0.34368158 -0.24016067 -0.76359517 -0.71420368 -0.47639131
"WALKING" 0.33584724 0.011445562 -0.080037372 0.0066364545 -0.27134207 -0.12975529 -0.1042177 -0.28803831 -0.083576467 -0.94812861 -0.93426599 -0.81899091 -0.95059357 -0.095674947 -0.40145753 -0.0017904763 -0.33289759 -0.21996911 -0.022175959 -0.53567279 0.029291425 -0.54403928 -0.15733099 -0.056228143 -0.59010629 0.0032485205 0.24677156 -0.54482278 -0.26673882 -0.22696226 -0.5327265 0.012254553 -0.10611733 0.012254553 -0.10611733 0.010170567 -0.030727068 -0.32522396 -0.27734079 -0.31601992 -0.4104126 -0.26161017 -0.034753792 0.012102719 -0.32244053 -0.26570193 0.10510512 0.0962528 0.38807832 -0.04457524 -0.33920315 -0.17304341 -0.045090753 -0.37347102 -0.26345029 0.18274531 -0.20309648 0.026387386 -0.35389803 -0.12062075 0.011127279 -0.58837129 -0.18683794 -0.16561289 -0.47223371 -0.052604952 0.12213249 -0.30396621 -0.18622823 -0.019262673 -0.46540963 -0.19029363 0.0046419919 -0.46437419 -0.49836203 -0.45846894 -0.40819641 -0.39254963 -0.32410469 -0.37922722
